,CustomerId,TransactionStartTime,Value,Amount,IssuedDateLoan,AmountLoan,PaidOnDate,IsFinalPayBack,DueDate,PayBackId,IsThirdPartyConfirmed,IsDefaulted,ProductCategory_airtime,ProductCategory_data_bundles,ProductCategory_financial_services,ProductCategory_movies,ProductCategory_retail,ProductCategory_tv,ProductCategory_utility_bill
547,CustomerId_285,12/26/2018 5:23,4000.0,-4000.0,12/26/2018 5:23,4580.0,1/16/2019 15:15,1.0,1/25/2019 5:22,PayBackId_501,1.0,0.0,1,0,0,0,0,0,0
548,CustomerId_405,12/26/2018 9:50,1000.0,-1000.0,12/26/2018 9:50,1130.0,1/14/2019 6:09,1.0,1/25/2019 9:50,PayBackId_1282,1.0,0.0,0,1,0,0,0,0,0
549,CustomerId_405,12/26/2018 12:32,2000.0,-2000.0,12/26/2018 12:32,2240.0,1/11/2019 13:42,1.0,1/25/2019 12:32,PayBackId_1048,1.0,0.0,1,0,0,0,0,0,0
551,CustomerId_405,12/27/2018 5:07,2000.0,-2000.0,12/27/2018 5:07,2230.0,1/11/2019 13:41,1.0,1/26/2019 5:07,PayBackId_1102,1.0,0.0,0,1,0,0,0,0,0
552,CustomerId_276,12/27/2018 8:30,1500.0,-1500.0,12/27/2018 8:30,1568.0,12/28/2018 13:02,1.0,1/26/2019 8:30,PayBackId_1224,1.0,0.0,1,0,0,0,0,0,0
553,CustomerId_261,12/27/2018 11:34,1414.0,-1414.0,12/27/2018 11:34,1570.0,1/10/2019 15:32,1.0,1/26/2019 11:34,PayBackId_1135,1.0,0.0,1,0,0,0,0,0,0
554,CustomerId_261,12/27/2018 11:57,1000.0,-1000.0,12/27/2018 11:57,1110.0,1/10/2019 15:37,1.0,1/26/2019 11:57,PayBackId_932,1.0,0.0,1,0,0,0,0,0,0
555,CustomerId_261,12/27/2018 11:57,1000.0,-1000.0,12/27/2018 11:57,1056.0,1/10/2019 15:39,0.0,1/26/2019 11:57,PayBackId_209,1.0,0.0,1,0,0,0,0,0,0
556,CustomerId_261,12/27/2018 11:57,1000.0,-1000.0,12/27/2018 11:57,54.0,1/10/2019 15:58,1.0,1/26/2019 11:57,PayBackId_596,1.0,0.0,1,0,0,0,0,0,0
557,CustomerId_390,12/27/2018 13:01,1000.0,-1000.0,12/27/2018 13:01,1165.0,1/22/2019 3:31,1.0,1/26/2019 13:01,PayBackId_1420,1.0,0.0,1,0,0,0,0,0,0
558,CustomerId_253,12/27/2018 13:02,11330.0,-11000.0,12/27/2018 13:02,14535.0,1/21/2019 6:30,1.0,1/26/2019 13:02,PayBackId_379,1.0,0.0,0,0,0,0,0,1,0
559,CustomerId_390,12/27/2018 13:45,2000.0,-2000.0,12/27/2018 13:45,2080.0,12/28/2018 4:08,1.0,1/26/2019 13:45,PayBackId_34,1.0,0.0,1,0,0,0,0,0,0
561,CustomerId_393,12/27/2018 22:23,5000.0,-5000.0,12/27/2018 22:23,6175.0,2/5/2019 6:27,1.0,1/26/2019 22:23,PayBackId_1850,1.0,0.0,1,0,0,0,0,0,0
562,CustomerId_261,12/28/2018 5:34,5000.0,-5000.0,12/28/2018 5:34,5675.0,1/16/2019 18:04,1.0,1/27/2019 5:34,PayBackId_1869,1.0,0.0,1,0,0,0,0,0,0
563,CustomerId_261,12/28/2018 5:46,1110.0,-1110.0,12/28/2018 5:46,1227.0,1/10/2019 16:00,1.0,1/27/2019 5:46,PayBackId_1950,1.0,0.0,1,0,0,0,0,0,0
564,CustomerId_269,12/28/2018 6:40,10000.0,-10000.0,12/28/2018 6:40,10400.0,12/28/2018 10:10,1.0,1/27/2019 6:40,PayBackId_2032,1.0,0.0,1,0,0,0,0,0,0
565,CustomerId_471,12/28/2018 10:29,1200.0,-1200.0,12/28/2018 10:29,1350.0,1/14/2019 11:08,1.0,1/27/2019 10:28,PayBackId_554,1.0,0.0,1,0,0,0,0,0,0
566,CustomerId_471,12/28/2018 10:29,1200.0,-1200.0,12/28/2018 10:29,1362.0,1/17/2019 8:50,1.0,1/27/2019 10:29,PayBackId_1021,1.0,0.0,1,0,0,0,0,0,0
567,CustomerId_391,12/28/2018 10:37,11330.0,-11000.0,12/28/2018 10:37,15350.0,2/4/2019 7:33,1.0,1/27/2019 10:37,PayBackId_751,1.0,0.0,0,0,0,0,0,1,0
568,CustomerId_261,12/28/2018 11:30,2000.0,-2000.0,12/28/2018 11:30,2310.0,1/20/2019 11:34,1.0,1/27/2019 11:30,PayBackId_1637,1.0,0.0,1,0,0,0,0,0,0
569,CustomerId_48,12/28/2018 11:39,5000.0,-5000.0,12/28/2018 11:39,6100.0,2/3/2019 4:17,1.0,1/27/2019 11:39,PayBackId_1454,1.0,0.0,1,0,0,0,0,0,0
571,CustomerId_120,12/28/2018 17:29,5000.0,-5000.0,12/28/2018 17:29,2000.0,1/9/2019 18:47,0.0,1/27/2019 17:29,PayBackId_680,1.0,0.0,1,0,0,0,0,0,0
572,CustomerId_120,12/28/2018 17:29,5000.0,-5000.0,12/28/2018 17:29,3825.0,1/23/2019 6:26,1.0,1/27/2019 17:29,PayBackId_1409,1.0,0.0,1,0,0,0,0,0,0
573,CustomerId_376,12/29/2018 7:37,10000.0,-10000.0,12/29/2018 7:37,12800.0,2/16/2019 5:19,1.0,1/28/2019 7:37,PayBackId_616,1.0,0.0,1,0,0,0,0,0,0
574,CustomerId_298,12/29/2018 8:30,1000.0,-1000.0,12/29/2018 8:29,1135.0,1/17/2019 9:50,1.0,1/28/2019 8:29,PayBackId_834,1.0,0.0,1,0,0,0,0,0,0
575,CustomerId_261,12/29/2018 18:12,1000.0,-1000.0,12/29/2018 18:12,1125.0,1/16/2019 18:07,1.0,1/28/2019 18:12,PayBackId_1592,1.0,0.0,1,0,0,0,0,0,0
576,CustomerId_261,12/29/2018 18:15,1300.0,-1300.0,12/29/2018 18:15,1424.0,1/10/2019 15:23,1.0,1/28/2019 18:15,PayBackId_845,1.0,0.0,1,0,0,0,0,0,0
580,CustomerId_310,12/30/2018 14:52,4000.0,-4000.0,12/30/2018 14:52,4160.0,12/31/2018 9:34,1.0,1/29/2019 14:52,PayBackId_218,1.0,0.0,1,0,0,0,0,0,0
581,CustomerId_26,12/30/2018 18:41,5000.0,-5000.0,12/30/2018 18:41,5800.0,1/24/2019 7:47,1.0,1/29/2019 18:41,PayBackId_672,1.0,0.0,0,1,0,0,0,0,0
582,CustomerId_310,12/30/2018 19:13,6000.0,-6000.0,12/30/2018 19:13,6240.0,12/31/2018 9:33,1.0,1/29/2019 19:13,PayBackId_341,1.0,0.0,1,0,0,0,0,0,0
583,CustomerId_376,12/30/2018 19:57,1000.0,-1000.0,12/30/2018 19:57,1045.0,1/1/2019 4:14,1.0,1/29/2019 19:57,PayBackId_632,1.0,0.0,1,0,0,0,0,0,0
584,CustomerId_398,12/31/2018 6:41,5000.0,-5000.0,12/31/2018 6:41,5475.0,1/11/2019 16:59,1.0,1/30/2019 6:41,PayBackId_1237,1.0,0.0,1,0,0,0,0,0,0
585,CustomerId_243,12/31/2018 6:46,1000.0,-1000.0,12/31/2018 6:46,1055.0,1/3/2019 7:07,1.0,1/30/2019 6:46,PayBackId_1453,1.0,0.0,1,0,0,0,0,0,0
586,CustomerId_241,12/31/2018 9:05,1000.0,-1000.0,12/31/2018 9:05,1115.0,1/16/2019 6:44,1.0,1/30/2019 9:05,PayBackId_1371,1.0,0.0,1,0,0,0,0,0,0
587,CustomerId_405,12/31/2018 18:25,2000.0,-2000.0,12/31/2018 18:25,2120.0,1/4/2019 18:48,1.0,1/30/2019 18:25,PayBackId_828,1.0,0.0,0,1,0,0,0,0,0
588,CustomerId_28,12/31/2018 19:24,2000.0,-2000.0,12/31/2018 19:24,2210.0,1/14/2019 17:44,1.0,1/30/2019 19:24,PayBackId_570,1.0,0.0,1,0,0,0,0,0,0
589,CustomerId_461,1/1/2019 2:24,5000.0,-5000.0,1/1/2019 2:24,5575.0,1/16/2019 6:05,1.0,1/31/2019 2:24,PayBackId_1287,1.0,0.0,0,1,0,0,0,0,0
590,CustomerId_398,1/1/2019 6:27,7000.0,-7000.0,1/1/2019 6:27,7385.0,1/4/2019 19:04,1.0,1/31/2019 6:27,PayBackId_354,1.0,0.0,0,1,0,0,0,0,0
591,CustomerId_48,1/1/2019 11:19,500.0,-500.0,1/1/2019 11:19,600.0,2/3/2019 4:16,1.0,1/31/2019 11:19,PayBackId_434,1.0,0.0,1,0,0,0,0,0,0
592,CustomerId_145,1/1/2019 13:27,20000.0,-20000.0,1/1/2019 13:27,23100.0,1/24/2019 16:22,1.0,1/31/2019 13:26,PayBackId_1093,1.0,0.0,1,0,0,0,0,0,0
593,CustomerId_405,1/1/2019 15:42,26000.0,-26000.0,1/1/2019 15:42,30940.0,2/1/2019 15:30,1.0,1/31/2019 15:42,PayBackId_1691,1.0,0.0,0,0,0,0,0,1,0
594,CustomerId_376,1/1/2019 18:20,1000.0,-1000.0,1/1/2019 18:20,1265.0,2/16/2019 5:26,1.0,1/31/2019 18:20,PayBackId_1905,1.0,0.0,1,0,0,0,0,0,0
595,CustomerId_393,1/1/2019 19:09,1000.0,-1000.0,1/1/2019 19:09,1210.0,2/5/2019 6:24,1.0,1/31/2019 19:09,PayBackId_2044,1.0,0.0,1,0,0,0,0,0,0
597,CustomerId_145,1/2/2019 8:07,61800.0,-60000.0,1/2/2019 8:06,74865.0,1/24/2019 15:44,1.0,2/1/2019 8:06,PayBackId_1113,1.0,0.0,0,0,0,0,0,1,0
598,CustomerId_160,1/2/2019 14:41,1500.0,-1500.0,1/2/2019 14:41,1628.0,1/12/2019 6:27,1.0,2/1/2019 14:41,PayBackId_1222,1.0,0.0,1,0,0,0,0,0,0
599,CustomerId_145,1/3/2019 7:56,53500.0,-50000.0,1/3/2019 7:56,61258.0,1/24/2019 15:42,1.0,2/2/2019 7:55,PayBackId_853,1.0,0.0,0,0,0,0,0,0,1
600,CustomerId_461,1/3/2019 7:59,5750.0,-5000.0,1/3/2019 7:59,6584.0,1/24/2019 15:46,1.0,2/2/2019 7:59,PayBackId_2010,1.0,0.0,0,0,0,0,0,0,1
601,CustomerId_390,1/3/2019 8:55,1000.0,-1000.0,1/3/2019 8:55,1130.0,1/22/2019 3:30,1.0,2/2/2019 8:55,PayBackId_488,1.0,0.0,1,0,0,0,0,0,0
602,CustomerId_405,1/3/2019 11:36,5750.0,-5000.0,1/3/2019 11:36,6699.0,1/29/2019 7:45,1.0,2/2/2019 11:36,PayBackId_1945,1.0,0.0,0,0,0,0,0,0,1
603,CustomerId_258,1/3/2019 12:08,50000.0,-50000.0,1/3/2019 12:07,58500.0,1/29/2019 13:37,1.0,2/2/2019 12:07,PayBackId_1941,1.0,0.0,1,0,0,0,0,0,0
604,CustomerId_390,1/3/2019 14:22,500.0,-500.0,1/3/2019 14:22,538.0,1/11/2019 4:25,1.0,2/2/2019 14:21,PayBackId_292,1.0,0.0,1,0,0,0,0,0,0
605,CustomerId_259,1/3/2019 16:23,100000.0,-100000.0,1/3/2019 16:23,121000.0,2/7/2019 10:35,1.0,2/2/2019 16:23,PayBackId_549,1.0,0.0,1,0,0,0,0,0,0
606,CustomerId_259,1/3/2019 16:24,100000.0,-100000.0,1/3/2019 16:24,120500.0,2/6/2019 7:59,1.0,2/2/2019 16:24,PayBackId_1755,1.0,0.0,1,0,0,0,0,0,0
607,CustomerId_259,1/3/2019 16:28,50000.0,-50000.0,1/3/2019 16:28,60250.0,2/6/2019 7:56,1.0,2/2/2019 16:28,PayBackId_1883,1.0,0.0,1,0,0,0,0,0,0
609,CustomerId_310,1/4/2019 6:45,5000.0,-5000.0,1/4/2019 6:45,5350.0,1/10/2019 13:39,1.0,2/3/2019 6:45,PayBackId_346,1.0,0.0,1,0,0,0,0,0,0
610,CustomerId_28,1/4/2019 7:03,1000.0,-1000.0,1/4/2019 7:03,1095.0,1/15/2019 15:48,1.0,2/3/2019 7:03,PayBackId_136,1.0,0.0,1,0,0,0,0,0,0
611,CustomerId_310,1/4/2019 7:31,9000.0,-9000.0,1/4/2019 7:31,9630.0,1/10/2019 13:38,1.0,2/3/2019 7:31,PayBackId_114,1.0,0.0,1,0,0,0,0,0,0
612,CustomerId_155,1/4/2019 8:22,5000.0,-5000.0,1/4/2019 8:22,6350.0,2/19/2019 15:25,1.0,2/3/2019 8:21,PayBackId_213,1.0,0.0,1,0,0,0,0,0,0
613,CustomerId_241,1/4/2019 15:32,3000.0,-3000.0,1/4/2019 15:32,3285.0,1/16/2019 6:43,1.0,2/3/2019 15:32,PayBackId_220,1.0,0.0,1,0,0,0,0,0,0
615,CustomerId_28,1/4/2019 18:42,3000.0,-3000.0,1/4/2019 18:42,3270.0,1/15/2019 15:47,1.0,2/3/2019 18:42,PayBackId_147,1.0,0.0,1,0,0,0,0,0,0
616,CustomerId_326,1/4/2019 20:44,3000.0,-3000.0,1/4/2019 20:44,3270.0,1/15/2019 6:04,1.0,2/3/2019 20:44,PayBackId_821,1.0,0.0,1,0,0,0,0,0,0
617,CustomerId_168,1/5/2019 9:53,14000.0,-14000.0,1/5/2019 9:53,5000.0,1/18/2019 8:15,0.0,2/4/2019 9:53,PayBackId_707,1.0,0.0,1,0,0,0,0,0,0
618,CustomerId_168,1/5/2019 9:53,14000.0,-14000.0,1/5/2019 9:53,3500.0,1/18/2019 20:09,0.0,2/4/2019 9:53,PayBackId_1391,1.0,0.0,1,0,0,0,0,0,0
619,CustomerId_168,1/5/2019 9:53,14000.0,-14000.0,1/5/2019 9:53,5000.0,1/25/2019 6:42,0.0,2/4/2019 9:53,PayBackId_281,1.0,0.0,1,0,0,0,0,0,0
620,CustomerId_168,1/5/2019 9:53,14000.0,-14000.0,1/5/2019 9:53,2390.0,1/25/2019 6:47,1.0,2/4/2019 9:53,PayBackId_71,1.0,0.0,1,0,0,0,0,0,0
621,CustomerId_390,1/5/2019 14:30,1000.0,-1000.0,1/5/2019 14:30,1135.0,1/25/2019 3:45,1.0,2/4/2019 14:30,PayBackId_1532,1.0,0.0,1,0,0,0,0,0,0
622,CustomerId_390,1/5/2019 18:31,1000.0,-1000.0,1/5/2019 18:31,1135.0,1/25/2019 3:47,1.0,2/4/2019 18:31,PayBackId_1245,1.0,0.0,1,0,0,0,0,0,0
623,CustomerId_390,1/6/2019 7:52,500.0,-500.0,1/6/2019 7:52,558.0,1/22/2019 3:47,1.0,2/5/2019 7:52,PayBackId_1330,1.0,0.0,1,0,0,0,0,0,0
624,CustomerId_315,1/6/2019 10:39,1000.0,-1000.0,1/6/2019 10:39,1110.0,1/20/2019 10:56,1.0,2/5/2019 10:38,PayBackId_1830,1.0,0.0,0,1,0,0,0,0,0
626,CustomerId_145,1/6/2019 18:27,20000.0,-20000.0,1/6/2019 18:27,22500.0,1/24/2019 15:41,1.0,2/5/2019 18:27,PayBackId_1743,1.0,0.0,0,1,0,0,0,0,0
627,CustomerId_28,1/6/2019 20:14,2000.0,-2000.0,1/6/2019 20:14,2160.0,1/15/2019 15:49,1.0,2/5/2019 20:14,PayBackId_1861,1.0,0.0,1,0,0,0,0,0,0
628,CustomerId_241,1/7/2019 6:51,1000.0,-1000.0,1/7/2019 6:51,1080.0,1/16/2019 6:42,1.0,2/6/2019 6:51,PayBackId_1077,1.0,0.0,1,0,0,0,0,0,0
629,CustomerId_155,1/7/2019 8:36,5000.0,-5000.0,1/7/2019 8:36,6275.0,2/19/2019 15:24,1.0,2/6/2019 8:36,PayBackId_1951,1.0,0.0,1,0,0,0,0,0,0
630,CustomerId_390,1/7/2019 8:39,1200.0,-1200.0,1/7/2019 8:38,1332.0,1/22/2019 3:32,1.0,2/6/2019 8:38,PayBackId_620,1.0,0.0,1,0,0,0,0,0,0
631,CustomerId_233,1/7/2019 11:50,2000.0,-2000.0,1/7/2019 11:50,2380.0,2/7/2019 11:01,1.0,2/6/2019 11:50,PayBackId_818,1.0,0.0,1,0,0,0,0,0,0
632,CustomerId_460,1/7/2019 12:32,3500.0,-3500.0,1/7/2019 12:32,950.0,1/8/2019 11:44,0.0,2/6/2019 12:32,PayBackId_455,1.0,0.0,0,0,0,0,0,1,0
633,CustomerId_460,1/7/2019 12:32,3500.0,-3500.0,1/7/2019 12:32,2970.0,1/23/2019 16:14,1.0,2/6/2019 12:32,PayBackId_626,1.0,0.0,0,0,0,0,0,1,0
634,CustomerId_89,1/7/2019 15:23,1000.0,-1000.0,1/7/2019 15:23,1160.0,2/1/2019 15:08,1.0,2/6/2019 15:23,PayBackId_429,1.0,0.0,1,0,0,0,0,0,0
636,CustomerId_89,1/7/2019 17:21,1000.0,-1000.0,1/7/2019 17:21,1160.0,2/1/2019 15:09,1.0,2/6/2019 17:21,PayBackId_1956,1.0,0.0,0,1,0,0,0,0,0
637,CustomerId_243,1/8/2019 7:22,3500.0,-3500.0,1/8/2019 7:22,1500.0,1/21/2019 18:19,0.0,2/7/2019 7:22,PayBackId_484,1.0,0.0,0,0,0,0,0,1,0
638,CustomerId_243,1/8/2019 7:22,3500.0,-3500.0,1/8/2019 7:22,2508.0,1/29/2019 19:00,1.0,2/7/2019 7:22,PayBackId_1617,1.0,0.0,0,0,0,0,0,1,0
639,CustomerId_315,1/8/2019 9:12,2000.0,-2000.0,1/8/2019 9:12,2200.0,1/20/2019 10:57,1.0,2/7/2019 9:12,PayBackId_1955,1.0,0.0,0,1,0,0,0,0,0
640,CustomerId_398,1/8/2019 10:58,2000.0,-2000.0,1/8/2019 10:58,2090.0,1/9/2019 17:48,1.0,2/7/2019 10:58,PayBackId_1846,1.0,0.0,1,0,0,0,0,0,0
641,CustomerId_315,1/8/2019 11:26,1000.0,-1000.0,1/8/2019 11:26,1075.0,1/16/2019 10:59,1.0,2/7/2019 11:26,PayBackId_1727,1.0,0.0,0,1,0,0,0,0,0
642,CustomerId_460,1/8/2019 14:29,10000.0,-10000.0,1/8/2019 14:28,1000.0,1/9/2019 12:54,0.0,2/7/2019 14:28,PayBackId_1845,1.0,1.0,1,0,0,0,0,0,0
644,CustomerId_501,1/8/2019 18:44,2000.0,-2000.0,1/8/2019 18:44,1000.0,6/27/2019 7:13,0.0,2/7/2019 18:44,PayBackId_1627,1.0,1.0,1,0,0,0,0,0,0
645,CustomerId_501,1/8/2019 18:44,2000.0,-2000.0,1/8/2019 18:44,1070.0,6/27/2019 7:18,0.0,2/7/2019 18:44,PayBackId_673,1.0,1.0,1,0,0,0,0,0,0
646,CustomerId_439,1/8/2019 19:01,10000.0,-10000.0,1/8/2019 19:01,11500.0,1/31/2019 1:04,1.0,2/7/2019 19:01,PayBackId_1115,1.0,0.0,1,0,0,0,0,0,0
649,CustomerId_324,1/9/2019 4:35,10000.0,-10000.0,1/9/2019 4:34,14850.0,4/23/2019 19:41,1.0,2/8/2019 4:34,PayBackId_413,1.0,0.0,1,0,0,0,0,0,0
650,CustomerId_89,1/9/2019 6:16,1000.0,-1000.0,1/9/2019 6:16,1505.0,4/12/2019 15:02,1.0,2/8/2019 6:16,PayBackId_1784,1.0,0.0,1,0,0,0,0,0,0
651,CustomerId_458,1/9/2019 6:55,10000.0,-10000.0,1/9/2019 6:54,5000.0,1/27/2019 20:36,0.0,2/8/2019 6:54,PayBackId_1676,1.0,1.0,1,0,0,0,0,0,0
652,CustomerId_484,1/9/2019 11:53,1000.0,-1000.0,1/9/2019 11:53,1040.0,1/9/2019 13:02,1.0,2/8/2019 11:53,PayBackId_263,1.0,0.0,0,1,0,0,0,0,0
657,CustomerId_317,1/9/2019 18:34,2000.0,-2000.0,1/9/2019 18:34,2100.0,1/12/2019 12:26,1.0,2/8/2019 18:34,PayBackId_1196,1.0,0.0,1,0,0,0,0,0,0
658,CustomerId_145,1/9/2019 19:09,20000.0,-20000.0,1/9/2019 19:09,22200.0,1/24/2019 15:39,1.0,2/8/2019 19:09,PayBackId_291,1.0,0.0,0,1,0,0,0,0,0
659,CustomerId_444,1/9/2019 20:29,10000.0,-10000.0,1/9/2019 20:29,10000.0,1/13/2019 19:32,0.0,2/8/2019 20:29,PayBackId_465,1.0,0.0,1,0,0,0,0,0,0
660,CustomerId_444,1/9/2019 20:29,10000.0,-10000.0,1/9/2019 20:29,550.0,1/13/2019 19:33,1.0,2/8/2019 20:29,PayBackId_1997,1.0,0.0,1,0,0,0,0,0,0
664,CustomerId_399,1/10/2019 9:17,32900.0,-30000.0,1/10/2019 9:17,36190.0,1/22/2019 12:47,1.0,2/9/2019 9:17,PayBackId_1634,1.0,0.0,0,0,0,0,0,0,1
666,CustomerId_399,1/10/2019 14:16,20000.0,-20000.0,1/10/2019 14:16,21900.0,1/22/2019 12:49,1.0,2/9/2019 14:16,PayBackId_293,1.0,0.0,0,1,0,0,0,0,0
667,CustomerId_258,1/10/2019 16:06,5000.0,-5000.0,1/10/2019 16:06,5200.0,1/10/2019 16:07,1.0,2/9/2019 16:06,PayBackId_2003,1.0,0.0,1,0,0,0,0,0,0
668,CustomerId_155,1/10/2019 19:18,3000.0,-3000.0,1/10/2019 19:18,3705.0,2/19/2019 15:23,1.0,2/9/2019 19:18,PayBackId_531,1.0,0.0,1,0,0,0,0,0,0
670,CustomerId_471,1/11/2019 6:45,1200.0,-1200.0,1/11/2019 6:44,1284.0,1/17/2019 8:53,1.0,2/10/2019 6:44,PayBackId_749,1.0,0.0,1,0,0,0,0,0,0
671,CustomerId_261,1/11/2019 9:06,2000.0,-2000.0,1/11/2019 9:06,2170.0,1/20/2019 11:34,1.0,2/10/2019 9:06,PayBackId_1977,1.0,0.0,1,0,0,0,0,0,0
672,CustomerId_241,1/11/2019 17:20,2800.0,-2800.0,1/11/2019 17:20,2968.0,1/16/2019 6:41,1.0,2/10/2019 17:20,PayBackId_1086,1.0,0.0,1,0,0,0,0,0,0
673,CustomerId_326,1/11/2019 19:41,5000.0,-5000.0,1/11/2019 19:41,5275.0,1/15/2019 6:05,1.0,2/10/2019 19:41,PayBackId_1859,1.0,0.0,1,0,0,0,0,0,0
674,CustomerId_89,1/12/2019 9:40,1500.0,-1500.0,1/12/2019 9:40,2235.0,4/12/2019 15:01,1.0,2/11/2019 9:40,PayBackId_40,1.0,0.0,1,0,0,0,0,0,0
676,CustomerId_405,1/14/2019 6:17,28840.0,-28000.0,1/14/2019 6:17,5000.0,3/29/2019 16:49,0.0,2/13/2019 6:17,PayBackId_964,1.0,0.0,0,0,0,0,0,1,0
677,CustomerId_405,1/14/2019 6:17,28840.0,-28000.0,1/14/2019 6:17,40644.0,4/12/2019 15:30,1.0,2/13/2019 6:17,PayBackId_253,1.0,0.0,0,0,0,0,0,1,0
679,CustomerId_89,1/14/2019 9:43,3000.0,-3000.0,1/14/2019 9:43,3390.0,2/1/2019 15:11,1.0,2/13/2019 9:43,PayBackId_950,1.0,0.0,1,0,0,0,0,0,0
680,CustomerId_310,1/14/2019 11:20,1750.0,-1750.0,1/14/2019 11:20,1847.0,1/17/2019 11:27,1.0,2/13/2019 11:20,PayBackId_195,1.0,0.0,0,1,0,0,0,0,0
681,CustomerId_444,1/14/2019 19:32,10000.0,-10000.0,1/14/2019 19:32,11600.0,2/8/2019 15:11,1.0,2/13/2019 19:32,PayBackId_1013,1.0,0.0,1,0,0,0,0,0,0
682,CustomerId_267,1/14/2019 19:57,1500.0,-1500.0,1/14/2019 19:57,1575.0,1/17/2019 17:08,1.0,2/13/2019 19:57,PayBackId_1497,1.0,0.0,1,0,0,0,0,0,0
683,CustomerId_302,1/14/2019 20:34,14000.0,-14000.0,1/14/2019 20:34,500.0,6/17/2019 16:38,0.0,2/13/2019 20:34,PayBackId_2038,1.0,1.0,1,0,0,0,0,0,0
684,CustomerId_310,1/15/2019 4:53,11000.0,-11000.0,1/15/2019 4:53,11550.0,1/17/2019 11:33,1.0,2/14/2019 4:53,PayBackId_801,1.0,0.0,1,0,0,0,0,0,0
685,CustomerId_399,1/15/2019 5:44,2000.0,-2000.0,1/15/2019 5:44,2150.0,1/22/2019 12:57,1.0,2/14/2019 5:44,PayBackId_261,1.0,0.0,0,1,0,0,0,0,0
689,CustomerId_310,1/15/2019 7:34,900.0,-900.0,1/15/2019 7:34,945.0,1/17/2019 11:32,1.0,2/14/2019 7:34,PayBackId_1779,1.0,0.0,1,0,0,0,0,0,0
691,CustomerId_278,1/15/2019 9:22,2000.0,-2000.0,1/15/2019 9:22,2100.0,1/18/2019 5:25,1.0,2/14/2019 9:22,PayBackId_132,1.0,0.0,0,1,0,0,0,0,0
694,CustomerId_89,1/15/2019 14:06,3000.0,-3000.0,1/15/2019 14:06,3200.0,2/1/2019 15:15,0.0,2/14/2019 14:06,PayBackId_2033,1.0,0.0,1,0,0,0,0,0,0
695,CustomerId_89,1/15/2019 14:06,3000.0,-3000.0,1/15/2019 14:06,1225.0,4/12/2019 14:45,1.0,2/14/2019 14:06,PayBackId_20,1.0,0.0,1,0,0,0,0,0,0
696,CustomerId_278,1/15/2019 14:28,1000.0,-1000.0,1/15/2019 14:28,1050.0,1/18/2019 7:23,1.0,2/14/2019 14:28,PayBackId_471,1.0,0.0,1,0,0,0,0,0,0
697,CustomerId_399,1/15/2019 15:33,2000.0,-2000.0,1/15/2019 15:33,2140.0,1/22/2019 13:00,1.0,2/14/2019 15:32,PayBackId_2000,1.0,0.0,1,0,0,0,0,0,0
698,CustomerId_103,1/15/2019 17:14,500.0,-500.0,1/15/2019 17:14,563.0,2/1/2019 18:41,1.0,2/14/2019 17:14,PayBackId_697,1.0,0.0,1,0,0,0,0,0,0
699,CustomerId_344,1/15/2019 19:26,1000.0,-1000.0,1/15/2019 19:26,1070.0,1/22/2019 6:52,1.0,2/14/2019 19:26,PayBackId_16,1.0,0.0,1,0,0,0,0,0,0
700,CustomerId_399,1/15/2019 19:35,2000.0,-2000.0,1/15/2019 19:35,2140.0,1/22/2019 13:05,1.0,2/14/2019 19:35,PayBackId_133,1.0,0.0,0,1,0,0,0,0,0
701,CustomerId_310,1/16/2019 5:08,500.0,-500.0,1/16/2019 5:08,523.0,1/17/2019 11:30,1.0,2/15/2019 5:07,PayBackId_1338,1.0,0.0,0,1,0,0,0,0,0
702,CustomerId_344,1/16/2019 5:11,1500.0,-1500.0,1/16/2019 5:11,1560.0,1/16/2019 9:16,1.0,2/15/2019 5:11,PayBackId_1559,1.0,0.0,1,0,0,0,0,0,0
703,CustomerId_233,1/16/2019 7:33,53500.0,-50000.0,1/16/2019 7:33,67410.0,3/1/2019 12:52,1.0,2/15/2019 7:33,PayBackId_776,1.0,0.0,0,0,0,0,0,0,1
704,CustomerId_344,1/16/2019 8:35,2000.0,-2000.0,1/16/2019 8:35,2370.0,2/14/2019 15:00,1.0,2/15/2019 8:35,PayBackId_661,1.0,0.0,1,0,0,0,0,0,0
705,CustomerId_344,1/16/2019 8:37,1000.0,-1000.0,1/16/2019 8:37,954.0,1/27/2019 11:22,0.0,2/15/2019 8:37,PayBackId_447,1.0,0.0,0,1,0,0,0,0,0
706,CustomerId_344,1/16/2019 8:37,1000.0,-1000.0,1/16/2019 8:37,151.0,1/29/2019 17:22,1.0,2/15/2019 8:37,PayBackId_250,1.0,0.0,0,1,0,0,0,0,0
707,CustomerId_399,1/16/2019 9:02,20000.0,-20000.0,1/16/2019 9:02,21400.0,1/22/2019 12:52,1.0,2/15/2019 9:02,PayBackId_1938,1.0,0.0,0,1,0,0,0,0,0
708,CustomerId_344,1/16/2019 9:21,2000.0,-2000.0,1/16/2019 9:21,2370.0,2/14/2019 15:02,1.0,2/15/2019 9:21,PayBackId_930,1.0,0.0,1,0,0,0,0,0,0
709,CustomerId_344,1/16/2019 11:05,1000.0,-1000.0,1/16/2019 11:05,966.0,2/14/2019 18:34,0.0,2/15/2019 11:05,PayBackId_80,1.0,0.0,1,0,0,0,0,0,0
